FRAME NR	PREY RADIUS	PREDATOR RADIUS
0	22.915263218314916	25.735891210440485
1	22.915263218314916	25.735891210440485
2	22.915263218314916	25.735891210440485
3	22.915263218314916	25.735891210440485
4	22.915263218314916	25.735891210440485
5	22.915263218314916	25.735891210440485
6	22.915263218314916	25.735891210440485
7	22.915263218314916	25.735891210440485
8	22.915263218314916	25.735891210440485
9	22.915263218314916	25.735891210440485
10	22.915263218314916	25.735891210440485
11	22.904182480664648	25.735891210440485
12	22.904182480664648	25.735891210440485
13	22.904182480664648	25.735891210440485
14	22.904182480664648	25.735891210440485
15	22.904182480664648	25.735891210440485
16	22.904182480664648	25.735891210440485
17	22.904182480664648	25.735891210440485
18	22.904182480664648	25.735891210440485
19	22.904182480664648	25.735891210440485
20	22.904182480664648	25.735891210440485
21	23.225766032639402	25.735891210440485
22	23.225766032639402	25.735891210440485
23	23.225766032639402	25.735891210440485
24	23.225766032639402	25.735891210440485
25	23.225766032639402	25.735891210440485
26	23.225766032639402	25.735891210440485
27	23.225766032639402	25.735891210440485
28	23.225766032639402	25.735891210440485
29	23.225766032639402	25.735891210440485
30	23.225766032639402	25.735891210440485
31	23.225766032639402	25.735891210440485
32	23.225766032639402	25.735891210440485
33	23.225766032639402	25.735891210440485
34	23.225766032639402	25.735891210440485
35	23.225766032639402	25.735891210440485
36	23.225766032639402	25.735891210440485
37	23.225766032639402	25.735891210440485
38	23.225766032639402	25.735891210440485
39	23.225766032639402	25.735891210440485
40	23.225766032639402	25.735891210440485
41	23.454429332395613	25.735891210440485
42	23.454429332395613	25.735891210440485
43	23.454429332395613	25.735891210440485
44	23.454429332395613	25.735891210440485
45	23.454429332395613	25.735891210440485
46	23.454429332395613	25.735891210440485
47	23.454429332395613	25.735891210440485
48	24.303849725979173	25.735891210440485
49	24.303849725979173	25.735891210440485
50	24.303849725979173	25.735891210440485
51	24.303849725979173	25.735891210440485
52	24.303849725979173	25.735891210440485
53	24.303849725979173	25.735891210440485
54	24.303849725979173	25.735891210440485
55	24.303849725979173	25.735891210440485
56	24.303849725979173	25.735891210440485
57	24.455742511092772	25.735891210440485
58	24.455742511092772	25.735891210440485
59	24.455742511092772	25.735891210440485
60	24.642188242194806	25.735891210440485
61	24.642188242194806	25.735891210440485
62	25.321789540753368	25.735891210440485
63	25.321789540753368	25.735891210440485
64	25.321789540753368	25.735891210440485
65	25.321789540753368	25.735891210440485
66	25.321789540753368	25.735891210440485
67	25.321789540753368	25.735891210440485
68	25.321789540753368	25.735891210440485
69	25.321789540753368	25.735891210440485
70	25.321789540753368	25.735891210440485
71	25.321789540753368	25.735891210440485
72	25.321789540753368	25.735891210440485
73	25.321789540753368	25.735891210440485
74	25.321789540753368	25.735891210440485
75	25.321789540753368	25.735891210440485
76	25.22560306992014	25.735891210440485
77	25.22560306992014	25.735891210440485
78	25.22560306992014	25.735891210440485
79	25.22560306992014	25.735891210440485
80	25.22560306992014	25.735891210440485
81	25.2248203588709	25.735891210440485
82	24.788715583897144	25.735891210440485
83	24.788715583897144	25.735891210440485
84	24.788715583897144	25.735891210440485
85	24.788715583897144	25.735891210440485
86	24.788715583897144	25.735891210440485
87	24.788715583897144	25.735891210440485
88	24.59020882754952	25.735891210440485
89	24.59020882754952	25.735891210440485
90	24.59020882754952	25.735891210440485
91	24.59020882754952	25.735891210440485
92	24.59020882754952	25.735891210440485
93	24.59020882754952	25.735891210440485
94	24.704854519245426	25.735891210440485
95	24.704854519245426	25.735891210440485
96	24.704854519245426	25.735891210440485
97	24.704854519245426	25.735891210440485
98	25.340172624727824	25.735891210440485
99	25.340172624727824	25.735891210440485
100	25.340172624727824	25.735891210440485
101	25.340172624727824	25.735891210440485
102	25.340172624727824	25.735891210440485
103	25.340172624727824	25.735891210440485
