FRAME NR	FEAR OF PREDATORS
476	1.3409178580697112
477	1.3409178580697112
478	1.3444027714670965
479	1.3444027714670965
480	1.3444027714670965
481	1.05491874713679
482	1.05491874713679
483	1.05491874713679
484	1.05491874713679
485	1.05491874713679
486	1.05491874713679
487	1.05491874713679
488	1.05491874713679
489	1.05491874713679
490	1.05491874713679
491	1.05491874713679
492	1.2204117869778333
493	1.2204117869778333
494	1.2204117869778333
495	1.4815141229174313
496	1.4815141229174313
497	1.4815141229174313
498	1.4815141229174313
499	1.4815141229174313
500	1.4815141229174313
501	1.4815141229174313
502	1.4851879238706003
503	1.4851879238706003
504	1.620785857380775
505	1.620785857380775
506	1.620785857380775
507	1.620785857380775
508	1.620785857380775
509	1.620785857380775
510	1.620785857380775
511	1.620785857380775
512	1.620785857380775
513	1.620785857380775
514	1.620785857380775
515	1.620785857380775
516	1.7479089200465632
517	1.9206878283045787
518	1.9206878283045787
519	1.9206878283045787
520	1.9206878283045787
521	2.1227964077434494
522	2.1227964077434494
523	2.132838114854473
524	2.132838114854473
525	2.132838114854473
526	2.132838114854473
527	2.132838114854473
528	2.132838114854473
529	2.132838114854473
530	2.132838114854473
531	2.132838114854473
532	2.132838114854473
533	2.132838114854473
534	2.132838114854473
535	2.132838114854473
536	2.132838114854473
537	2.132838114854473
538	2.132838114854473
539	2.1173778301875594
540	2.102776450224363
541	2.102776450224363
542	2.102776450224363
543	1.7950982777297617
544	1.7950982777297617
545	1.8449621187778107
546	1.600729354077083
547	1.3066200220188948
548	1.3066200220188948
549	1.1848949153336976
550	1.1848949153336976
551	1.1848949153336976
552	1.056214088266489
553	1.056214088266489
554	1.056214088266489
555	1.056214088266489
556	1.087279208509621
557	1.0562140882664892
558	1.0562140882664892
559	1.0562140882664892
560	1.0562140882664892
561	1.0562140882664892
562	1.0562140882664892
563	1.0562140882664892
564	1.0710894789122114
565	1.0710894789122114
566	1.0710894789122114
567	1.0710894789122114
568	1.0710894789122114
569	1.0710894789122114
570	1.0710894789122114
571	1.0710894789122114
572	1.0710894789122114
573	1.0710894789122114
574	1.0710894789122114
575	1.0710894789122114
576	1.0710894789122114
577	1.0710894789122114
578	1.0710894789122114
579	1.0710894789122114
580	1.0710894789122114
581	1.1016920354525603
582	1.23975921500675
583	1.23975921500675
584	1.23975921500675
585	1.23975921500675
586	1.23975921500675
587	1.23975921500675
588	1.23975921500675
589	1.23975921500675
590	1.23975921500675
591	1.4555483668415907
592	1.4555483668415907
593	1.6220501592226877
594	1.6220501592226877
595	1.6220501592226877
596	1.6220501592226877
597	1.6220501592226877
598	1.6220501592226877
599	1.6683944494861929
600	2.051433124202851
601	2.051433124202851
602	2.1973298746990193
603	2.1813929872467424
604	2.1813929872467424
605	2.1813929872467424
606	2.1813929872467424
607	2.1813929872467424
608	2.1813929872467424
609	2.1813929872467424
610	2.0808522285983306
611	2.248640411114027
612	2.248640411114027
613	2.248640411114027
614	2.248640411114027
615	2.232618160879843
616	2.232618160879843
617	2.232618160879843
618	2.0253733026338665
619	2.0253733026338665
620	2.0253733026338665
621	2.0253733026338665
622	2.0253733026338665
623	2.0253733026338665
624	2.074772651478595
625	2.035950013636827
626	2.035950013636827
627	2.000414398902047
628	2.2267879582209718
629	2.282457657176496
630	2.514490555478393
631	2.514490555478393
632	2.514490555478393
633	2.514490555478393
634	2.5789646722855313
635	2.7843024632271933
636	2.7843024632271933
637	2.5529032545102344
638	2.5529032545102344
639	2.5529032545102344
640	2.6293866839779363
641	2.6293866839779363
642	2.6293866839779363
643	2.6293866839779363
644	2.6293866839779363
645	2.6951213510773844
646	2.629386683977936
647	2.629386683977936
648	2.629386683977936
649	2.629386683977936
650	2.629386683977936
651	2.7681360464824722
652	2.670257411169435
653	2.670257411169435
654	2.670257411169435
655	2.670257411169435
656	2.8126323441474987
657	2.8126323441474987
658	2.8126323441474987
659	2.8779980604779194
660	2.8779980604779194
661	2.670227750568384
662	2.670227750568384
663	2.735847231266593
664	2.735847231266593
665	2.735847231266593
666	2.735847231266593
667	2.735847231266593
668	2.8955689456981326
669	2.8955689456981326
670	2.9525721072693134
671	2.9525721072693134
672	2.9525721072693134
673	2.9525721072693134
674	2.9525721072693134
675	3.0403949203320595
676	3.0403949203320595
677	3.1012028187387006
678	3.0693682557084507
679	3.0693682557084507
680	3.0693682557084507
681	3.0693682557084507
682	3.0693682557084507
683	3.0693682557084507
684	3.0693682557084507
685	3.0693682557084507
686	3.1365232221353274
687	3.1365232221353274
688	3.1365232221353274
689	3.1992536865780337
690	3.0502614287268126
691	3.0502614287268126
692	3.1125116619661353
693	2.996415256605196
694	2.996415256605196
695	2.996415256605196
696	3.0891939120370955
697	3.0891939120370955
698	3.154921442080438
699	3.121054885665279
700	3.121054885665279
701	3.0891939120370955
702	3.0891939120370955
703	3.0891939120370955
704	3.223506690821317
705	2.976170870704534
706	2.976170870704534
707	2.976170870704534
708	2.976170870704534
709	2.976170870704534
710	2.9467146426366186
711	2.9467146426366186
712	2.9467146426366186
713	2.9467146426366186
714	3.01077365660698
715	3.0234834274929145
716	3.0234834274929145
717	3.0428046254268724
718	3.0428046254268724
719	3.095723010172055
720	3.095723010172055
721	3.095723010172055
722	3.1810934000228204
723	3.1810934000228204
724	3.1810934000228204
725	3.1810934000228204
726	3.1810934000228204
727	3.1810934000228204
728	3.1810934000228204
729	3.2197090658285226
730	3.2197090658285226
731	3.2197090658285226
732	3.2197090658285226
733	3.2197090658285226
734	3.2197090658285226
735	3.2854174141107375
736	3.2529331661206866
737	3.2529331661206866
738	3.2529331661206866
739	3.320702607081534
740	3.3574892976255564
741	3.323622741210397
742	3.323622741210397
743	3.3958754094975796
744	3.554964104691001
745	3.554964104691001
746	3.554964104691001
747	3.6322459330538495
748	3.8340136707076726
749	3.8340136707076726
750	3.8340136707076726
751	3.6147438929170588
752	3.6147438929170588
753	3.6147438929170588
754	3.657951808953912
755	3.657951808953912
756	3.6894193442764522
757	3.6894193442764522
758	3.6894193442764522
759	3.6894193442764522
760	3.6894193442764522
761	3.6894193442764522
762	3.6894193442764522
763	3.6894193442764522
764	3.6894193442764522
765	3.9052530252291673
766	3.873418462198917
767	3.873418462198917
768	3.873418462198917
769	3.873418462198917
770	3.873418462198917
771	3.873418462198917
772	3.873418462198917
773	3.873418462198917
774	3.873418462198917
775	3.7272273551541266
776	3.7272273551541266
777	3.7272273551541266
778	3.8017719022572094
779	3.868416597854396
780	3.868416597854396
781	3.868416597854396
782	3.868416597854396
783	3.868416597854396
784	3.868416597854396
785	3.868416597854396
786	3.868416597854396
787	3.868416597854396
788	3.9034225067934654
789	3.9034225067934654
790	3.9034225067934654
791	3.9034225067934654
792	3.9034225067934654
793	3.979960203005102
794	4.106855612523752
795	4.106855612523752
796	4.106855612523752
797	4.106855612523752
798	4.058487776735075
799	4.058487776735075
800	4.011945142296913
801	4.011945142296913
802	3.852878629286785
803	3.852878629286785
804	3.9426877365584105
805	3.9426877365584105
806	4.005311400058458
807	4.005311400058458
808	4.005311400058458
809	4.138340201711334
810	4.036755847020514
811	4.036755847020514
812	4.110151407875431
813	4.22781806033818
814	4.22781806033818
815	4.22781806033818
816	4.22781806033818
817	4.22781806033818
818	4.22781806033818
819	4.22781806033818
820	4.22781806033818
821	4.22781806033818
822	4.067912863566547
823	4.067912863566547
824	4.067912863566547
825	4.067912863566547
826	4.067912863566547
827	4.003713649377934
828	4.003713649377934
829	4.003713649377934
830	4.003713649377934
831	4.045871893670113
832	3.8450411209668314
833	3.8450411209668314
834	3.685353256419055
835	3.685353256419055
836	3.685353256419055
837	3.685353256419055
838	3.685353256419055
839	3.86354657469748
840	4.1217058298765
841	4.018274486918574
842	3.925494618383187
843	4.190728972498327
844	4.085382234300438
845	4.085382234300438
846	4.085382234300438
847	4.085382234300438
848	4.085382234300438
849	4.085382234300438
850	4.162464917966484
851	4.05277317819164
852	4.0080269049792925
853	3.9648787129531007
854	3.9648787129531007
855	3.9648787129531007
856	3.8150098485109405
857	3.8150098485109405
858	3.8150098485109405
859	3.8150098485109405
860	3.8150098485109405
861	3.883135024377208
862	3.8356598149389898
863	4.004411013704006
864	4.004411013704006
865	4.004411013704006
866	4.078566773217044
867	3.9896269098961157
868	3.849068176074208
869	3.849068176074208
870	3.9230887179217886
871	3.8884684209656277
872	3.7160688223533493
873	3.7160688223533493
874	3.7160688223533493
875	3.7903901988004165
876	3.758555635770167
877	3.758555635770167
878	3.758555635770167
879	3.758555635770167
880	3.758555635770167
881	3.758555635770167
882	3.758555635770167
883	3.5107826391731884
884	3.5107826391731884
885	3.5107826391731884
886	3.5107826391731884
887	3.5107826391731884
888	3.5107826391731884
889	3.473877745179714
890	3.5419929950851987
891	3.440034935482092
892	3.54296463920794
893	3.6124345340943704
894	3.416558538006427
895	3.144868682943679
896	3.144868682943679
897	3.144868682943679
898	3.144868682943679
899	3.144868682943679
900	3.251425491364104
901	3.251425491364104
902	3.251425491364104
903	3.251425491364104
904	3.1861656879803624
905	3.1861656879803624
906	3.1861656879803624
907	3.1861656879803624
908	3.1861656879803624
909	3.2880968487302864
910	3.2880968487302864
911	3.2880968487302864
912	3.2880968487302864
913	3.2880968487302864
914	3.2880968487302864
915	3.2880968487302864
916	3.3489875311141803
917	3.3048415625939564
918	3.1839386431552903
919	3.1839386431552903
920	3.1839386431552903
921	3.1839386431552903
922	3.1839386431552903
923	3.2859102956293063
924	3.2859102956293063
925	3.2859102956293063
926	3.343202460769482
927	3.343202460769482
928	3.343202460769482
929	3.631429722106792
930	3.526082983908903
931	3.5926128515298257
932	3.4592657082006433
933	3.4592657082006433
934	3.4592657082006433
935	3.4592657082006433
936	3.4592657082006433
937	3.4592657082006433
938	3.4592657082006433
939	3.4909128960471483
940	3.51985340789283
941	3.3599919619069
942	3.3599919619069
943	3.3284158224355713
944	3.3284158224355713
945	3.3284158224355713
946	3.3284158224355713
947	3.3284158224355713
948	3.3284158224355713
949	3.3284158224355713
950	3.3284158224355713
951	3.3284158224355713
952	3.3889324737525817
953	3.2534849666151073
954	3.3137346882190903
955	3.1509128450852724
956	3.1509128450852724
957	3.210364030841598
958	3.0750425541376147
959	3.0750425541376147
960	3.0750425541376147
961	3.0750425541376147
962	3.0750425541376147
963	3.0750425541376147
964	3.0750425541376147
965	3.1330622249704
966	2.999172263189957
967	2.999172263189957
968	2.999172263189957
969	2.999172263189957
970	2.999172263189957
971	3.181963235225464
972	3.181963235225464
973	3.181963235225464
974	3.181963235225464
975	3.181963235225464
976	3.181963235225464
977	3.181963235225464
978	3.2232088246434873
979	3.2232088246434873
980	3.2232088246434873
981	3.2807661250835496
982	3.1477373234306727
983	3.204968911129412
984	3.2763203837469885
985	3.2763203837469885
986	3.2763203837469885
987	3.2763203837469885
988	3.2763203837469885
989	3.2763203837469885
990	3.336858872592418
991	3.336858872592418
992	3.336858872592418
993	3.336858872592418
994	3.336858872592418
995	3.336858872592418
996	3.336858872592418
997	3.3954002563221097
998	3.3230036021035563
999	3.2945798851122623
1000	3.2945798851122623
1001	3.2945798851122623
1002	3.2945798851122623
1003	3.2945798851122623
1004	3.2945798851122623
1005	3.2945798851122623
1006	3.2945798851122623
1007	3.3544813375688487
1008	3.3255408257231664
1009	3.5173989502841185
1010	3.4711165965500084
1011	3.3718419444814196
1012	3.202757722765531
1013	3.202757722765531
1014	3.202757722765531
1015	3.202757722765531
1016	3.202757722765531
1017	3.2322594382357934
1018	3.2531769382665483
1019	3.28211745011223
1020	3.2531769382665487
1021	3.2531769382665487
1022	3.3134209556418552
1023	3.400955640065434
1024	3.400955640065434
1025	3.4651246144062915
1026	3.299230661024665
1027	3.4286122555746514
1028	3.4571787845595843
1029	3.425344221529334
1030	3.425344221529334
1031	3.5243010989310406
1032	3.387635154776879
1033	3.387635154776879
1034	3.387635154776879
1035	3.387635154776879
1036	3.418245311536735
1037	3.2491610898208467
1038	3.3128701307977257
1039	3.201326525647019
1040	3.2393195200007296
1041	3.2393195200007296
1042	3.2393195200007296
1043	3.2393195200007296
1044	3.2393195200007296
1045	3.2393195200007296
1046	3.273964962437181
1047	3.273964962437181
1048	3.273964962437181
1049	3.273964962437181
1050	3.273964962437181
1051	3.3357378862567506
1052	3.290488155940804
1053	3.1472263695453977
1054	3.1472263695453977
1055	3.208936690516876
1056	3.1777263346048668
1057	3.1777263346048668
1058	3.1777263346048668
1059	3.1777263346048668
1060	3.1777263346048668
1061	3.2899201858865377
1062	3.2899201858865377
1063	3.2899201858865377
1064	3.3531878817689713
1065	3.3225777250091153
1066	3.3225777250091153
1067	3.3225777250091153
1068	3.387726307852432
1069	3.2416554668218223
1070	3.2416554668218223
1071	3.2416554668218223
1072	3.2416554668218223
1073	3.2416554668218223
1074	3.2416554668218223
1075	3.373967934855366
1076	3.227923356816131
1077	3.2627360207587612
1078	3.36013275608323
1079	3.36013275608323
1080	3.36013275608323
1081	3.36013275608323
1082	3.36013275608323
1083	3.36013275608323
1084	3.36013275608323
1085	3.4331791203459088
1086	3.3985763344434625
1087	3.3985763344434625
1088	3.3985763344434625
1089	3.3985763344434625
1090	3.3206996388546504
1091	3.2860968529522046
1092	3.3591212274622535
1093	3.2356380842403465
1094	3.3518177989300657
1095	3.374397197892243
1096	3.374397197892243
1097	3.374397197892243
1098	3.374397197892243
1099	3.374397197892243
1100	3.374397197892243
1101	3.374397197892243
1102	3.374397197892243
1103	3.374397197892243
1104	3.374397197892243
1105	3.374397197892243
1106	3.374397197892243
1107	3.374397197892243
1108	3.374397197892243
1109	3.5290227108322236
1110	3.4110281177219943
1111	3.4110281177219943
1112	3.4110281177219943
1113	3.4110281177219943
1114	3.327309208424723
1115	3.327309208424723
1116	3.327309208424723
1117	3.404688492341577
1118	3.5137857933750216
1119	3.6333712710552706
1120	3.6333712710552706
1121	3.6333712710552706
1122	3.6333712710552706
1123	3.7219900825444237
1124	3.5075418013437853
1125	3.5075418013437853
1126	3.5075418013437853
1127	3.5075418013437853
1128	3.5075418013437853
1129	3.5075418013437853
1130	3.5075418013437853
1131	3.5075418013437853
1132	3.5075418013437853
1133	3.6333712710552706
1134	3.699903835530245
1135	3.6519907518025696
1136	3.6519907518025696
1137	3.6519907518025696
1138	3.6519907518025696
1139	3.6519907518025696
1140	3.6519907518025696
1141	3.6519907518025696
1142	3.6519907518025696
1143	3.6519907518025696
1144	3.6519907518025696
1145	3.6519907518025696
1146	3.7369207692863498
1147	3.532446826746206
1148	3.532446826746206
1149	3.532446826746206
1150	3.532446826746206
1151	3.532446826746206
1152	3.532446826746206
1153	3.532446826746206
1154	3.532446826746206
1155	3.532446826746206
1156	3.3481265224962926
1157	3.3481265224962926
1158	3.4259899299962058
1159	3.388972996240102
1160	3.388972996240102
1161	3.388972996240102
1162	3.388972996240102
1163	3.388972996240102
1164	3.388972996240102
1165	3.469662829483913
1166	3.2679450921263813
1167	3.2679450921263813
1168	3.2679450921263813
1169	3.2679450921263813
1170	3.16456501670337
1171	3.239911802815355
1172	3.062715149692923
1173	3.062715149692923
1174	3.188515843165561
1175	3.0065706581431777
1176	3.0065706581431777
1177	2.8601506880269882
1178	2.8601506880269882
1179	2.8601506880269882
1180	2.8601506880269882
1181	2.8601506880269882
1182	2.8601506880269882
1183	2.8601506880269882
1184	2.8601506880269882
1185	2.9891121845747963
1186	3.05553689978757
1187	3.020165163087292
1188	3.020165163087292
1189	3.020165163087292
1190	3.16448230849794
1191	3.1291105717976624
1192	3.2276289496455153
1193	3.2276289496455153
1194	3.297794796376939
1195	3.263192010474494
1196	3.263192010474494
1197	3.263192010474494
1198	3.335707388485038
1199	3.30033565178476
1200	3.30033565178476
1201	3.30033565178476
1202	3.30033565178476
1203	3.30033565178476
1204	3.30033565178476
1205	3.30033565178476
1206	3.3753432802344134
1207	3.1827945309385863
1208	3.1827945309385863
1209	3.1827945309385863
1210	3.1827945309385863
1211	3.3343561752689954
1212	3.252223915591712
1213	3.252223915591712
1214	3.252223915591712
1215	3.331546450118339
1216	3.124908767947207
1217	3.124908767947207
1218	2.935813980667052
1219	2.935813980667052
1220	2.935813980667052
1221	2.935813980667052
1222	2.729064614584304
1223	2.729064614584304
1224	2.7980099277459036
1225	2.928322310386779
1226	2.9933961395064856
1227	2.8217452801266347
1228	2.8217452801266347
1229	2.8217452801266347
1230	2.8217452801266347
1231	2.8217452801266347
1232	2.8217452801266347
1233	2.7955747029220785
1234	2.85634806602908
1235	2.6652093806111194
1236	2.6652093806111194
1237	2.506011898091323
1238	2.6369778904066328
1239	2.6369778904066328
1240	2.7269503593836353
1241	2.6592172465533164
1242	2.532849252586728
1243	2.532849252586728
1244	2.532849252586728
1245	2.5891347915331
1246	2.700747904034666
1247	2.700747904034666
1248	2.700747904034666
1249	2.700747904034666
1250	2.700747904034666
1251	2.700747904034666
1252	2.700747904034666
1253	2.6164403810977577
1254	2.674583500677708
1255	2.3050751884034866
1256	2.3050751884034866
1257	2.3050751884034866
